"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000103443",11.064044956036,-2.59354182095727,0.878948122504348,-2.95073367193459,0.0031702014329375,0.0111361516337057
"ENSMUSG00000026576",797.875979099298,-1.29198413664007,0.26981792600471,-4.78835545054748,1.68153617624716e-06,1.28405374822072e-05
"ENSMUSG00000089967",3.67633917992808,4.41486754955676,1.64215474156423,2.68846012973868,0.00717824073485671,0.022559138909366
"ENSMUSG00000040848",2815.84841697472,-1.58705477018583,0.164543782031045,-9.64518227669275,5.15195843828683e-22,2.1159093306044e-20
"ENSMUSG00000026307",730.907767702058,1.81123539533028,0.169592783027924,10.6799084429911,1.26396256923153e-26,6.58489759640664e-25
"ENSMUSG00000026571",2997.30366428957,-2.51429636342309,0.264839932552838,-9.49364523388657,2.23093323825795e-21,8.74000903929291e-20
"ENSMUSG00000026616",1191.64380404711,-1.89097907819571,0.69241235289044,-2.73100136111367,0.0063142210865505,0.0202203064360545
"ENSMUSG00000026568",1869.44591375346,-1.64855853415997,0.38201992134522,-4.31537320973955,1.59333483168683e-05,9.98041609619393e-05
"ENSMUSG00000055866",436.090128048422,-1.62839261232275,0.309000932379237,-5.26986310295084,1.36525543455205e-07,1.27627558491015e-06
"ENSMUSG00000026311",2807.6413218045,-1.54206667043787,0.299671892337898,-5.14585021106715,2.66311864098241e-07,2.38634798367594e-06
"ENSMUSG00000026566",23.344015208538,-2.12412632666969,0.838667453500303,-2.53273966672289,0.0113174971764001,0.033372989919599
"ENSMUSG00000026313",1261.82393387435,-1.1208923410729,0.181010074932332,-6.19243067819253,5.92434080025231e-10,7.83195311157819e-09
"ENSMUSG00000040713",24678.6229937945,-2.35071181182491,0.284948254471775,-8.24960944639778,1.58913011609551e-16,4.26108208061213e-15
"ENSMUSG00000026271",1281.87160777591,1.00851762535443,0.295800614449301,3.40945074516498,0.000650938311012684,0.00275845603782882
"ENSMUSG00000025959",2708.44230128574,-1.62783012529986,0.17978404062398,-9.05436388930921,1.37366084807741e-19,4.72761880144183e-18
"ENSMUSG00000025956",149.265258347936,2.06102344072215,0.26307117762071,7.83447072903473,4.70821738833119e-15,1.11023820940916e-13
"ENSMUSG00002075501",9.71392602288818,-2.80621782160011,0.947121864512827,-2.9628899160126,0.0030476554217827,0.0107690686874344
"ENSMUSG00000026688",1017.03386345088,-3.03453387084919,0.364450831678211,-8.32631896290611,8.33949179315211e-17,2.29368810217031e-15
"ENSMUSG00000052534",1013.96742323269,-1.82056892182838,0.179796564893118,-10.1257158217157,4.24858502616676e-24,1.95689032177199e-22
"ENSMUSG00000015222",31.1303578709518,2.56197651046755,0.970726803538739,2.63923536583927,0.00830932689829348,0.0256140146894856
"ENSMUSG00000026683",384.444441456982,1.73714903612491,0.457659445032679,3.79572421148409,0.000147213079499694,0.000736125143066448
"ENSMUSG00000103382",10.7314413025844,-2.96984221434335,1.22647103357256,-2.42145320439616,0.0154585912167984,0.043495159256034
"ENSMUSG00000026003",2953.34387310434,1.16676010547824,0.125559618005982,9.29247893556556,1.50735970247686e-20,5.5356718015551e-19
"ENSMUSG00000026659",179.825391857775,1.38780887129553,0.304438106273539,4.55859119701847,5.14979017778514e-06,3.56564005509923e-05
"ENSMUSG00000037138",1039.50501673839,-2.4842814625993,0.206653363322594,-12.0214905901204,2.73983842896952e-33,2.08379933847737e-31
"ENSMUSG00000040693",391.185874958402,-2.62594620828734,0.408025186065674,-6.43574538524854,1.2286885193088e-10,1.77683934816945e-09
"ENSMUSG00000038421",2020.8807584496,-2.08909060690227,0.362878777246604,-5.75699307287562,8.56254230420378e-09,9.6522491976299e-08
"ENSMUSG00000059089",7171.43749695682,3.32467010751871,0.253640772698135,13.1077904871213,2.97129210596414e-39,3.04641523623988e-37
"ENSMUSG00000040648",1062.05276760555,1.15533271249681,0.192061375710339,6.01543495262288,1.79404332725489e-09,2.2087174808996e-08
"ENSMUSG00000058076",1098.31695236271,1.01012533395707,0.132014118940485,7.65164621832957,1.98422516995034e-14,4.35786779304066e-13
"ENSMUSG00000003134",1832.95289653093,-1.58704471179067,0.183504395507434,-8.64853785873691,5.21634475683602e-18,1.57525940561217e-16
"ENSMUSG00000026196",221.53956918321,1.00925591398535,0.213016776510842,4.73791750357271,2.15925674075612e-06,1.60993659926512e-05
"ENSMUSG00000038370",784.063159432021,-1.75416435189199,0.350215379154332,-5.00881587818269,5.47659337002406e-07,4.58415575261775e-06
"ENSMUSG00000026335",871.903733981668,-1.82587800209302,0.329071871142995,-5.54856905803293,2.8801712009021e-08,3.00352004793185e-07
"ENSMUSG00000005674",450.475014647362,1.52361586510465,0.246608534740915,6.17827710912496,6.48048964995029e-10,8.52146349808298e-09
"ENSMUSG00000099375",52.581709218537,-1.09947558433221,0.411464216554101,-2.67210498531322,0.00753770617679472,0.0235536590931493
"ENSMUSG00000026321",238.351637635399,2.38128658987406,0.310851320360219,7.66053233138784,1.85163966740617e-14,4.07393791823418e-13
"ENSMUSG00000025900",31.1393527481782,-5.93448684976077,1.38016632258732,-4.29983455808117,1.70925661522003e-05,0.000106443016204832
"ENSMUSG00000033813",2180.97921194309,-1.22699926268507,0.270738039686006,-4.53205343478184,5.84130684104008e-06,3.98729870296149e-05
"ENSMUSG00000067001",16.1886075401585,3.57668767972543,1.04161201543541,3.43380032749557,0.000595182453813396,0.00254141154511691
"ENSMUSG00000026193",58840.7963897892,-2.54399681468002,0.344592413560139,-7.38262571829961,1.55197867198995e-13,3.124498238168e-12
"ENSMUSG00000101834",21.5334268237336,-3.52527977582963,0.683023120390294,-5.1612890846436,2.45255105887701e-07,2.21295361379888e-06
"ENSMUSG00000039395",137.91647780695,-1.64360373434046,0.321928513913841,-5.10549287591328,3.29933419004251e-07,2.89434649736659e-06
"ENSMUSG00000025907",2273.43322700126,-1.32234439735521,0.131747761311525,-10.0369401665084,1.04877001682062e-23,4.76822707647485e-22
"ENSMUSG00000033952",463.817927486658,1.2932723670745,0.437833497470733,2.95379950265442,0.0031388786252028,0.0110402864804806
"ENSMUSG00000026365",1536.32336720287,-1.28818250422054,0.34228665791771,-3.76346104769949,0.000167577839319445,0.000825725478206309
"ENSMUSG00000038034",834.861619265544,1.77629318802524,0.21539466183647,8.24669085519781,1.62840968487986e-16,4.36165994074017e-15
"ENSMUSG00000044708",8.24957071841471,4.96346489163031,1.33826181618837,3.70888927083583,0.000208170433135107,0.000998974841930927
"ENSMUSG00000102278",59.4306067811999,-1.64183473076049,0.398308257673882,-4.12202031750181,3.75564067287177e-05,0.000216230134254453
"ENSMUSG00000026358",770.165725242622,1.32790284913793,0.164553667466613,8.06972503002617,7.04566630323371e-16,1.77524855873502e-14
"ENSMUSG00000026357",3614.48013221856,-1.53765602319792,0.327933854720375,-4.68892125977375,2.74649036637361e-06,2.01485607645664e-05
"ENSMUSG00000087627",138.821963497751,-7.26577777910087,0.674706844145428,-10.7687921682543,4.83299679296797e-27,2.61172603009466e-25
"ENSMUSG00000026546",74.3811383554055,-2.35319437754542,0.612715111384748,-3.84060117633978,0.000122733374211776,0.000625416665762272
"ENSMUSG00000053318",1339.79951626861,6.02849304114786,0.704481097436093,8.55735244435673,1.15489052943548e-17,3.38392537768718e-16
"ENSMUSG00000026544",854.024897424673,-1.05648256856022,0.29542060746706,-3.57619794237955,0.000348627716268326,0.00157751256294188
"ENSMUSG00000005339",40.2747837701721,-2.00340327809578,0.558520914996068,-3.58697986826489,0.000334530140154027,0.00152093943056744
"ENSMUSG00000037872",289.584823083173,-5.1955163171041,0.445485653622849,-11.6625895241571,1.9792965022655e-31,1.33626916188566e-29
"ENSMUSG00000037849",1564.73384890635,3.95742871508889,0.124765430967122,31.7189519918521,8.51347859196627e-221,1.04894569731616e-216
"ENSMUSG00000070501",285.952146885825,3.82729352071682,0.456888380147132,8.3768677143514,5.43548816609883e-17,1.51688900780303e-15
"ENSMUSG00000073491",2213.34699473273,5.3460656501086,0.245417346422737,21.7835687983517,3.32163213157218e-105,3.27406635944807e-102
"ENSMUSG00000043263",5987.72385760492,3.23755416421707,0.209646837837064,15.4428952881859,8.42326133616029e-54,1.60903880500513e-51
"ENSMUSG00000066677",893.821499085866,2.91442908645482,0.24793816304063,11.7546611248275,6.68283191192408e-32,4.6519306207241e-30
"ENSMUSG00000073490",3629.26419942899,2.59974906574699,0.231054149698664,11.2516874037429,2.27203266313082e-29,1.36554704597243e-27
"ENSMUSG00000073489",4733.84762241872,4.93076639108297,0.264822211617118,18.6191572110723,2.24722949838293e-77,8.02554047813799e-75
"ENSMUSG00000102187",7.98770782386831,-7.40594919157385,1.4437923196217,-5.12951141997648,2.90495148997687e-07,2.57959692309946e-06
"ENSMUSG00000090272",5987.17639052627,1.88377742169007,0.142186416742902,13.248645439151,4.59420567704809e-40,4.87975932300944e-38
"ENSMUSG00000026536",1220.73632818933,6.68749553393983,0.326593253487535,20.4765268802317,3.48649041619066e-93,2.454688481022e-90
"ENSMUSG00000039997",5684.58640110866,2.38586300222393,0.238147185321901,10.0184388028731,1.26485061898814e-23,5.71898145928547e-22
"ENSMUSG00000054203",2096.06595070874,6.80616024331208,0.35271189960995,19.2966561401494,5.7299263445671e-83,2.61475638857079e-80
"ENSMUSG00000050069",29.2050479134623,-4.79373430234949,1.36353018029088,-3.51567891319197,0.000438631108744741,0.00193809355956391
"ENSMUSG00000026526",808.415860985208,1.20398927177246,0.222802932715025,5.40383044828417,6.52326097474288e-08,6.47387019490995e-07
"ENSMUSG00000052423",1854.99458685507,-1.15004030408775,0.151386264161446,-7.59672821347438,3.03711466798993e-14,6.53629516581728e-13
"ENSMUSG00000006411",165.347534001896,1.94995999170729,0.448064785269827,4.35195993037706,1.34925925067112e-05,8.57803056115528e-05
"ENSMUSG00000042901",1735.21746006969,1.09137196147584,0.139927645629068,7.79954494745765,6.21308076846793e-15,1.44164535119197e-13
"ENSMUSG00000033159",4609.89330804103,-1.29727860343746,0.185138385329268,-7.0070752811755,2.43351346284815e-12,4.30794818617127e-11
"ENSMUSG00000025993",1635.80593644106,-2.78632461329642,0.253132056296844,-11.0073953258174,3.52034273553925e-28,2.00342461175885e-26
"ENSMUSG00000062345",1301.88231582856,-2.60848253031994,0.411015726654534,-6.34642998104161,2.20368773398364e-10,3.0697158361122e-09
"ENSMUSG00000078193",732.318994386367,-1.06527006623344,0.308607680531376,-3.45185856813155,0.00055673946984236,0.00239761866757348
"ENSMUSG00000070643",70.5749799468215,-1.95314396684786,0.722539201768457,-2.70316677914143,0.00686822748204843,0.0217317490514429
"ENSMUSG00000062590",74.5387886338292,-1.17364074944422,0.381222710663566,-3.07862232919269,0.0020796013151425,0.00770841390008146
"ENSMUSG00000079445",89.0177769911281,-1.10917811671826,0.292733173901236,-3.78904140564703,0.000151229708844893,0.00075391512954802
"ENSMUSG00000026080",379.950798381974,-1.92990078351599,0.283780452668286,-6.80068258884581,1.0412460877943e-11,1.71973097154337e-10
"ENSMUSG00000103928",144.031920951539,1.00847839767671,0.306945911940659,3.28552477308014,0.00101792590724278,0.00410401344997981
"ENSMUSG00000042474",4203.63511791774,-1.74425636739152,0.371862709747167,-4.69059231181705,2.72415289303004e-06,1.99931848043831e-05
"ENSMUSG00000042066",10268.9164521642,-4.48067445176771,0.365623887077833,-12.2548734098816,1.58196184258052e-34,1.26157617232586e-32
"ENSMUSG00000026580",2936.69047747236,-1.38852758238097,0.251204830081389,-5.52747167294156,3.24878662367465e-08,3.36372268826012e-07
"ENSMUSG00000041559",61.8049549321894,-4.87952772515494,1.25022777565806,-3.90291098962873,9.50426620240305e-05,0.000496826745353449
"ENSMUSG00000042451",10.7373210489159,-3.15158014892861,1.05199729223444,-2.9958063316253,0.00273720216882859,0.00979810224350292
"ENSMUSG00000026556",71.3134061580143,-1.6742657426799,0.511380243827923,-3.27401334503506,0.00106031603678837,0.00425542918936941
"ENSMUSG00000121434",3.0207709270592,5.22751152534832,1.71691548912062,3.04471102886129,0.0023290397127595,0.00849751208199874
"ENSMUSG00000026303",16.5218948009099,-3.95937009884196,1.28421934167595,-3.08309489691601,0.00204859816596407,0.00760722664341267
"ENSMUSG00000004707",2298.67875452506,1.75486753217655,0.175143596472483,10.0195928799044,1.25016846115301e-23,5.66298735656847e-22
"ENSMUSG00000086727",6.41019045576026,-2.2617772212801,0.784126090030872,-2.88445602057579,0.00392090520505799,0.0133895435231484
"ENSMUSG00000041945",75.7372545373909,-1.41909336934585,0.319166735741617,-4.44624458137355,8.73844539968995e-06,5.76218280811238e-05
"ENSMUSG00000026638",53.1878124464247,-3.47658994860838,0.537793690762995,-6.46454208801886,1.01606015527781e-10,1.48240108622593e-09
"ENSMUSG00000026096",89.3211540755259,-1.762532463482,0.411840734010727,-4.27964579005458,1.87190986802323e-05,0.000115550107634841
"ENSMUSG00000026095",324.57409935977,-1.27361348329448,0.190594389132603,-6.68232411820048,2.35182144859939e-11,3.71974224238679e-10
"ENSMUSG00000025962",245.505664654038,1.20532544944017,0.297960143728088,4.04525730978342,5.226568579461e-05,0.00028955283933246
"ENSMUSG00000026073",16289.0493093176,-1.62733744408237,0.253270720993143,-6.42528847275019,1.31619673407482e-10,1.89228237579181e-09
"ENSMUSG00000102975",157.530753638011,-1.87823377416317,0.517244428745934,-3.63123055518833,0.000282073051948022,0.00130753275886064
"ENSMUSG00000073492",555.341678916043,-1.63878281188194,0.249002151825778,-6.58140020022222,4.66038283512089e-11,7.06280158813339e-10
"ENSMUSG00000025921",211.656313456416,-1.22301488202326,0.244545423127973,-5.00117674000894,5.69814453163347e-07,4.75334047219066e-06
"ENSMUSG00000025920",217.127961866868,-1.73718196127692,0.341436381481315,-5.08786425670338,3.62118404531902e-07,3.14755616383603e-06
